education,hours-per-week,sex,age,race,workclass,Major_Group
HS-grad,40,Male,45,White,Private,Other
HS-grad,40,Female,36,White,Self-emp-not-inc,Other
HS-grad,32,Female,32,Black,Federal-gov,Other
Bachelors,40,Female,35,White,Private,Other
HS-grad,40,Male,39,White,Private,Other
Less than HS,40,Male,53,White,Private,Other
Some-college,16,Female,30,Black,Private,Business
Bachelors,45,Male,40,White,Private,Business
Some-college,40,Female,25,Black,Private,Business
HS-grad,60,Female,41,Black,Private,Other
HS-grad,98,Male,52,White,Self-emp-not-inc,Other
HS-grad,40,Male,33,White,Private,Other
HS-grad,40,Male,28,White,Private,Other
HS-grad,40,Male,25,White,Self-emp-not-inc,Other
Some-college,55,Male,53,White,Private,Business
Less than HS,10,Male,44,White,Private,Other
HS-grad,40,Female,35,White,Private,Other
Some-college,58,Male,38,White,Private,Engineering
HS-grad,40,Male,34,White,Private,Other
HS-grad,40,Female,33,White,Private,Other
Some-college,45,Female,24,White,State-gov,Business
HS-grad,25,Female,65,Black,Local-gov,Other
Assoc-acdm,60,Male,29,White,Private,Industrial Arts & Consumer Services
Prof-school,65,Male,39,White,Self-emp-inc,Law & Public Policy
Some-college,40,Male,46,White,Local-gov,Business
Less than HS,60,Male,37,White,Private,Other
Masters,47,Male,47,White,State-gov,Other
Some-college,40,Male,62,White,Private,Other
HS-grad,60,Male,54,White,Self-emp-not-inc,Other
Some-college,35,Male,90,Asian-Pac-Islander,Private,Other
Assoc-acdm,20,Male,33,White,Private,Industrial Arts & Consumer Services
Some-college,45,Male,57,White,Private,Business
Assoc-acdm,40,Male,25,White,Private,Industrial Arts & Consumer Services
Some-college,50,Male,44,White,Self-emp-inc,Business
Bachelors,50,Male,52,White,Private,Other
Some-college,40,Male,21,White,Private,Other
HS-grad,18,Male,31,Black,Private,Other
Masters,40,Male,39,White,Private,Other
HS-grad,40,Female,59,White,Federal-gov,Other
HS-grad,55,Male,29,White,Self-emp-not-inc,Other
Less than HS,45,Male,49,Black,Private,Other
Less than HS,40,Male,34,White,Private,Other
Bachelors,40,Male,22,White,Private,Business
Bachelors,40,Male,32,Other,Private,Business
HS-grad,40,Female,39,Black,State-gov,Other
Masters,60,Male,46,White,Private,Health
HS-grad,40,Male,50,White,Private,Other
HS-grad,40,Male,34,White,Private,Other
Masters,55,Female,28,White,Local-gov,Health
Less than HS,24,Female,18,White,Private,Other
HS-grad,30,Male,20,White,Private,Other
HS-grad,40,Female,20,White,Private,Other
Assoc-voc,38,Female,55,Amer-Indian-Eskimo,State-gov,Industrial Arts & Consumer Services
Some-college,40,Female,22,Black,Private,Business
Masters,40,Male,60,White,Self-emp-not-inc,Other
Less than HS,50,Male,40,White,Private,Other
Some-college,30,Female,47,White,State-gov,Business
Bachelors,35,Female,23,White,Private,Business
HS-grad,40,Female,57,White,Local-gov,Other
Less than HS,40,Male,52,White,Private,Other
Less than HS,40,Male,42,White,Private,Other
Assoc-acdm,20,Male,25,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Female,49,White,Self-emp-inc,Other
Some-college,40,Male,41,White,Federal-gov,Business
Assoc-voc,30,Male,40,Black,State-gov,Industrial Arts & Consumer Services
Bachelors,55,Male,38,White,Private,Business
HS-grad,40,Male,58,White,Private,Other
Bachelors,35,Female,26,Black,Private,Other
Less than HS,70,Female,57,White,Private,Other
HS-grad,60,Male,28,White,Private,Other
HS-grad,40,Female,42,White,Private,Other
Some-college,55,Male,28,White,Private,Business
Less than HS,40,Male,39,White,Self-emp-not-inc,Other
HS-grad,40,Male,28,Black,Private,Other
HS-grad,48,Male,42,White,Private,Other
Some-college,50,Female,51,White,Self-emp-not-inc,Business
Some-college,39,Female,27,White,Private,Business
HS-grad,43,Female,41,White,Private,Other
Bachelors,40,Male,28,White,Private,Engineering
Some-college,30,Female,54,White,Self-emp-not-inc,Other
HS-grad,30,Female,49,White,Private,Other
Masters,40,Male,47,White,Private,Other
Some-college,49,Male,27,White,Private,Engineering
Bachelors,45,Female,42,White,Local-gov,Health
HS-grad,40,Female,32,Black,Private,Other
HS-grad,41,Male,32,White,Local-gov,Other
Masters,40,Male,27,White,Private,Other
HS-grad,40,Male,29,White,Private,Other
Assoc-voc,30,Male,22,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,41,White,Federal-gov,Other
Some-college,40,Male,49,White,Local-gov,Other
HS-grad,50,Male,58,White,Self-emp-not-inc,Other
HS-grad,40,Male,41,White,Self-emp-not-inc,Other
Less than HS,35,Male,26,White,Private,Other
HS-grad,55,Male,21,White,Private,Other
Bachelors,50,Male,37,White,Private,Business
Bachelors,20,Male,23,White,Private,Business
Some-college,40,Male,42,White,Self-emp-not-inc,Business
HS-grad,26,Male,25,White,Private,Other
Some-college,40,Female,67,White,Private,Business
HS-grad,38,Female,41,Black,Local-gov,Other
Masters,50,Female,49,White,Local-gov,Health
Less than HS,35,Male,18,White,Private,Other
Less than HS,40,Male,25,White,Private,Other
Prof-school,50,Male,43,White,State-gov,Law & Public Policy
Doctorate,36,Female,38,White,Private,Other
Bachelors,15,Male,65,White,Self-emp-not-inc,Business
Assoc-voc,35,Female,66,White,Private,Industrial Arts & Consumer Services
Less than HS,60,Male,33,Black,Private,Other
HS-grad,38,Female,51,Black,Private,Other
HS-grad,40,Male,27,White,Self-emp-inc,Other
Less than HS,16,Female,17,White,Private,Other
Bachelors,45,Male,32,White,Private,Business
HS-grad,40,Male,38,White,Private,Other
Some-college,40,Female,43,White,Local-gov,Business
Doctorate,40,Male,40,Asian-Pac-Islander,State-gov,Other
Bachelors,35,Male,63,White,Private,Business
Assoc-acdm,40,Female,42,White,Private,Industrial Arts & Consumer Services
Bachelors,40,Male,43,White,Federal-gov,Business
Prof-school,45,Male,41,White,Local-gov,Law & Public Policy
Less than HS,20,Male,17,White,Private,Other
HS-grad,40,Male,30,White,Self-emp-not-inc,Other
Bachelors,50,Male,30,White,Private,Health
Some-college,25,Male,22,White,Private,Other
HS-grad,52,Female,28,Black,Private,Other
Some-college,40,Female,24,Black,Private,Business
Less than HS,40,Male,47,White,Private,Other
Assoc-voc,50,Male,34,White,Self-emp-not-inc,Industrial Arts & Consumer Services
Some-college,20,Female,26,White,Private,Business
Assoc-voc,75,Male,25,White,Private,Industrial Arts & Consumer Services
Bachelors,45,Male,28,White,Private,Business
HS-grad,40,Female,36,White,Private,Other
Bachelors,40,Male,24,White,Private,Business
Bachelors,35,Female,51,Asian-Pac-Islander,Self-emp-inc,Business
Bachelors,50,Male,44,White,Private,Health
Less than HS,12,Male,18,White,Private,Other
Some-college,40,Male,54,White,Federal-gov,Health
Some-college,40,Female,61,White,Private,Business
Bachelors,45,Male,51,White,Private,Business
Less than HS,40,Male,43,White,Private,Other
HS-grad,40,Male,51,White,Private,Other
HS-grad,40,Female,50,Black,Local-gov,Other
Some-college,30,Male,24,White,Private,Other
Some-college,20,Male,20,White,State-gov,Other
Bachelors,40,Male,52,White,Private,Business
Less than HS,40,Male,57,White,Local-gov,Other
Some-college,60,Male,49,White,Self-emp-inc,Business
Less than HS,40,Female,22,White,Private,Other
Some-college,40,Male,38,White,Private,Engineering
Some-college,20,Female,21,White,Private,Business
Bachelors,60,Male,39,White,Federal-gov,Business
Some-college,35,Female,52,White,Self-emp-not-inc,Health
Assoc-acdm,40,Female,25,White,Private,Industrial Arts & Consumer Services
Some-college,40,Female,50,White,Private,Other
Some-college,80,Male,35,White,State-gov,Business
Assoc-voc,40,Female,50,White,Private,Industrial Arts & Consumer Services
HS-grad,25,Male,58,White,Private,Other
Bachelors,45,Male,48,White,Federal-gov,Business
Some-college,35,Female,30,White,Private,Business
Less than HS,12,Male,18,White,Private,Other
HS-grad,40,Male,29,White,Self-emp-not-inc,Other
Some-college,45,Male,52,White,Self-emp-not-inc,Business
HS-grad,40,Male,63,White,Private,Other
Masters,40,Female,36,White,Local-gov,Health
Some-college,42,Female,24,White,Private,Other
Assoc-acdm,40,Male,30,Black,Local-gov,Industrial Arts & Consumer Services
HS-grad,40,Male,23,Other,Private,Other
Bachelors,20,Female,21,White,Private,Other
Some-college,43,Male,28,White,Private,Engineering
HS-grad,40,Male,20,White,Private,Other
Less than HS,20,Male,18,White,Private,Other
Some-college,15,Female,21,White,Private,Business
HS-grad,40,Male,27,White,Private,Other
Some-college,40,Female,42,White,Private,Engineering
Some-college,30,Female,21,White,Private,Other
Some-college,40,Male,51,White,Private,Business
Bachelors,40,Female,27,White,Federal-gov,Business
HS-grad,40,Male,23,White,Self-emp-not-inc,Other
Some-college,40,Male,57,White,Private,Business
Bachelors,12,Female,22,White,State-gov,Health
Less than HS,60,Male,59,White,Private,Other
HS-grad,40,Male,38,White,Private,Other
HS-grad,40,Male,20,White,Private,Other
Less than HS,40,Female,90,White,Private,Other
Assoc-voc,40,Male,35,White,Private,Industrial Arts & Consumer Services
HS-grad,38,Male,50,White,Private,Other
Doctorate,50,Male,45,White,Private,Other
Masters,50,Male,44,White,Private,Other
Assoc-acdm,40,Male,23,White,Private,Industrial Arts & Consumer Services
Less than HS,40,Male,34,White,Private,Other
Bachelors,43,Female,23,White,Self-emp-inc,Business
Some-college,40,Male,39,White,State-gov,Business
Some-college,55,Male,19,White,Private,Other
Some-college,40,Male,54,White,Private,Business
Masters,43,Male,40,White,Private,Health
Some-college,50,Male,44,White,Private,Business
Some-college,20,Female,31,White,Self-emp-inc,Business
Less than HS,40,Male,25,White,Private,Other
Bachelors,32,Female,33,White,Private,Business
HS-grad,60,Male,32,White,Private,Other
Less than HS,40,Male,36,White,Private,Other
Some-college,55,Male,47,Other,Self-emp-not-inc,Health
Masters,10,Female,80,White,Private,Health
Some-college,8,Female,21,White,Private,Business
Some-college,60,Male,35,White,Self-emp-not-inc,Other
HS-grad,40,Male,30,White,Private,Other
Less than HS,40,Male,49,White,Private,Other
HS-grad,25,Female,33,White,Private,Other
Some-college,45,Male,53,White,Self-emp-not-inc,Other
HS-grad,55,Male,41,White,Private,Other
Bachelors,40,Male,57,White,Private,Other
Some-college,40,Female,19,White,Private,Other
Bachelors,45,Female,28,White,Private,Business
Masters,60,Male,42,White,Federal-gov,Other
Some-college,55,Male,29,White,Self-emp-not-inc,Other
Some-college,20,Male,26,White,Private,Other
Some-college,40,Female,40,White,Private,Business
Doctorate,40,Male,36,White,Self-emp-not-inc,Other
HS-grad,40,Male,28,White,Private,Other
Bachelors,20,Female,25,Black,Self-emp-not-inc,Business
HS-grad,60,Male,42,White,Self-emp-not-inc,Other
HS-grad,40,Male,32,White,Private,Other
Assoc-acdm,30,Male,32,White,Private,Industrial Arts & Consumer Services
Less than HS,40,Male,37,White,Private,Other
HS-grad,56,Male,39,White,Local-gov,Other
Bachelors,40,Male,49,White,Private,Engineering
HS-grad,40,Female,19,White,Private,Other
HS-grad,40,Male,31,White,Private,Other
HS-grad,40,Female,40,White,Private,Other
Less than HS,30,Male,29,White,Private,Other
HS-grad,48,Male,59,White,Private,Other
Assoc-acdm,40,Male,52,White,Private,Industrial Arts & Consumer Services
Bachelors,40,Male,27,White,Private,Business
Bachelors,45,Male,45,White,Local-gov,Health
Bachelors,40,Male,58,Asian-Pac-Islander,Private,Other
Bachelors,40,Male,53,White,Private,Business
HS-grad,25,Male,23,White,Private,Other
Less than HS,40,Male,35,White,Private,Other
HS-grad,40,Male,49,White,Private,Other
Assoc-acdm,40,Female,49,White,Private,Industrial Arts & Consumer Services
Less than HS,40,Male,25,White,Private,Other
Masters,50,Female,47,White,Private,Health
Assoc-acdm,40,Female,28,White,Private,Industrial Arts & Consumer Services
Some-college,30,Female,20,White,Private,Business
HS-grad,24,Male,19,White,Private,Other
HS-grad,40,Male,28,White,Private,Other
Some-college,40,Female,31,Black,Private,Business
Assoc-voc,53,Male,30,White,Private,Industrial Arts & Consumer Services
Bachelors,40,Male,23,White,Private,Other
Bachelors,30,Female,25,White,Private,Business
HS-grad,30,Male,19,White,Private,Other
Masters,45,Male,30,White,Private,Health
HS-grad,35,Male,26,White,Private,Other
HS-grad,45,Male,34,White,Local-gov,Other
Bachelors,40,Female,49,Black,Private,Business
Some-college,40,Male,35,White,Private,Other
HS-grad,40,Female,38,White,Private,Other
HS-grad,20,Male,36,Black,Private,Other
HS-grad,48,Male,33,Amer-Indian-Eskimo,Private,Other
Some-college,40,Female,54,White,Private,Other
HS-grad,40,Male,19,White,Local-gov,Other
HS-grad,40,Male,60,White,Private,Other
HS-grad,40,Male,28,White,Self-emp-not-inc,Other
HS-grad,40,Male,43,White,Self-emp-not-inc,Other
Less than HS,40,Male,49,White,Local-gov,Other
Bachelors,70,Male,25,White,Private,Health
Less than HS,20,Male,17,White,Private,Other
Bachelors,60,Male,41,White,Self-emp-inc,Business
Some-college,35,Male,30,Black,Private,Other
Masters,60,Male,90,White,Local-gov,Other
HS-grad,40,Male,25,White,Private,Other
Assoc-voc,35,Male,27,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Male,29,White,Private,Other
Bachelors,40,Female,31,Black,Federal-gov,Business
Assoc-voc,99,Male,43,White,Private,Industrial Arts & Consumer Services
Masters,40,Female,63,White,Private,Health
Less than HS,40,Male,46,White,Private,Other
HS-grad,40,Male,59,White,Private,Other
Bachelors,50,Female,42,Black,Private,Business
Bachelors,20,Female,26,White,Private,Business
Some-college,45,Male,26,White,Private,Business
Less than HS,40,Male,61,White,Private,Other
HS-grad,40,Male,23,White,State-gov,Other
HS-grad,40,Female,24,White,Private,Other
Bachelors,40,Male,35,White,Private,Engineering
HS-grad,12,Male,42,White,Self-emp-not-inc,Other
Less than HS,21,Female,31,White,Private,Other
HS-grad,55,Female,31,White,Private,Other
Bachelors,25,Female,63,White,Private,Business
Assoc-voc,64,Female,29,White,State-gov,Industrial Arts & Consumer Services
Bachelors,40,Male,43,White,State-gov,Health
Bachelors,10,Female,22,Asian-Pac-Islander,Private,Business
Less than HS,25,Male,17,White,Private,Other
Bachelors,40,Male,23,White,Self-emp-not-inc,Business
Less than HS,45,Male,35,White,Private,Other
HS-grad,28,Female,32,Other,Private,Other
Bachelors,60,Male,50,White,Self-emp-inc,Business
Masters,40,Female,26,White,Local-gov,Health
Bachelors,40,Male,32,White,Private,Business
Assoc-voc,50,Male,29,White,Private,Industrial Arts & Consumer Services
Some-college,40,Male,57,White,Private,Health
Masters,50,Male,90,Black,Private,Other
Assoc-voc,40,Female,35,White,Private,Industrial Arts & Consumer Services
Some-college,60,Male,31,Black,Self-emp-not-inc,Business
HS-grad,33,Female,60,White,Private,Other
Assoc-voc,40,Female,21,White,Private,Industrial Arts & Consumer Services
Masters,40,Female,71,White,Local-gov,Health
Assoc-voc,30,Male,22,White,Private,Industrial Arts & Consumer Services
HS-grad,40,Female,50,White,Local-gov,Other
Some-college,45,Male,37,White,Private,Business
HS-grad,40,Female,23,Asian-Pac-Islander,Private,Other
HS-grad,30,Male,74,White,Private,Other
Some-college,70,Male,67,White,Private,Business
Some-college,43,Male,59,White,Private,Engineering
HS-grad,40,Male,28,White,Private,Other
HS-grad,40,Male,45,Amer-Indian-Eskimo,Private,Other
Some-college,20,Male,63,White,Self-emp-not-inc,Other
Bachelors,63,Female,39,White,Private,Health
Some-college,40,Female,33,Black,State-gov,Other
Bachelors,40,Male,32,Asian-Pac-Islander,Private,Other
Bachelors,45,Male,34,White,Private,Business
HS-grad,40,Male,39,White,Private,Other
Masters,36,Male,29,White,State-gov,Other
HS-grad,40,Male,22,White,Private,Other
Bachelors,43,Female,53,White,Private,Business
Assoc-voc,42,Male,46,White,Private,Industrial Arts & Consumer Services
Some-college,40,Female,51,White,Private,Other
Prof-school,99,Female,44,White,Private,Law & Public Policy
HS-grad,40,Female,56,White,State-gov,Other
Bachelors,40,Female,27,Black,Private,Business
Less than HS,30,Female,52,Asian-Pac-Islander,Private,Other
Bachelors,40,Male,39,White,Private,Health
Some-college,40,Male,45,White,Federal-gov,Business
Some-college,45,Male,37,White,Private,Engineering
HS-grad,40,Male,33,White,Private,Other
Less than HS,45,Female,46,White,Private,Other
Less than HS,50,Female,35,White,Private,Other
HS-grad,50,Male,33,Black,Private,Other
Bachelors,40,Male,48,White,Private,Business
HS-grad,50,Male,32,White,Private,Other
Some-college,32,Female,20,White,Private,Other
HS-grad,60,Male,35,Asian-Pac-Islander,Private,Other
HS-grad,25,Female,19,White,Private,Other
Less than HS,40,Female,56,White,Private,Other
Bachelors,16,Female,28,White,Private,Business
HS-grad,40,Female,45,White,Private,Other
Assoc-voc,45,Female,32,White,Private,Industrial Arts & Consumer Services
Bachelors,12,Male,44,White,Private,Engineering
HS-grad,40,Male,55,White,Private,Other
Some-college,40,Male,34,White,Private,Business
Masters,40,Male,33,White,Private,Health
Bachelors,55,Male,36,White,Private,Business
HS-grad,40,Female,25,White,Private,Other
Bachelors,40,Male,28,White,Private,Business
Bachelors,55,Male,39,White,Private,Business
Less than HS,40,Female,53,White,Private,Other
HS-grad,45,Female,47,Amer-Indian-Eskimo,Private,Other
Assoc-voc,60,Male,49,White,Self-emp-inc,Industrial Arts & Consumer Services
HS-grad,40,Male,22,Amer-Indian-Eskimo,Private,Other
Some-college,40,Male,31,White,Private,Business
Some-college,80,Male,44,White,Self-emp-inc,Other
HS-grad,40,Male,19,White,Private,Other
HS-grad,40,Male,37,White,Self-emp-not-inc,Other
Some-college,25,Male,23,White,Private,Other
Prof-school,65,Male,44,White,Private,Law & Public Policy
HS-grad,35,Female,54,White,Local-gov,Other
